  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
 438    3    0   40.00  50.00     2      5    4      0      3     2    66.67
 439    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 440    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 441    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 442    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 443    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 444    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 445    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 446    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 447    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 448    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 449    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 450    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 451    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 452    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 453    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 454    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 455    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 456    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 457    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 458    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 459    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 460    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 461    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 462    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 463    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 464    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 465    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 466    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 467    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 468    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 469    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 470    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 471    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 472    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 473    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 474    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 475    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 476    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 477    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 478    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 479    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 480    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 481    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 482    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 483    4    0   60.00  60.00     3      5    5      0      4     3    75.00
 484    3    0   60.00  60.00     3      5    5      1      3     2    66.67
 485    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 486    6    0   57.14  50.00     4      7    8      2      6     5    83.33
 487    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 488    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 489    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 490    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 491    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 492    5    0   85.71  85.71     6      7    7      1      5     5   100.00
 493    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 494    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 495    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 496    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 497    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 498    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 499    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 500    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 501    7    0   90.00  90.00     9     10   10      1      7     7   100.00
 502    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 503    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 504    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 505    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 506    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 507    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 508    4    0   33.33  40.00     2      6    5      0      4     2    50.00
 509    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 510    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 511    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 512    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 513    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 514    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 515    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 516    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 517    3    0   80.00  80.00     4      5    5      1      3     3   100.00
 518    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 519    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 520    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 521    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 522    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 523    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 524    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 525    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 526    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 527    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 528    3    0   60.00  75.00     3      5    4      1      3     2    66.67
 529    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 530    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 531    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 532    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 533    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 534    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 535    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 536    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 537    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 538    3    0  100.00 100.00     4      4    4      0      3     2    66.67
 539    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 540    4    0   33.33  40.00     2      6    5      2      4     3    75.00
 541    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 542    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 543    3    0   60.00  75.00     3      5    4      1      3     2    66.67
 544    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 545    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 546    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 547    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 548    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 549    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 550    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 551    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 552    3    0   80.00  80.00     4      5    5      1      3     3   100.00
 553    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 554    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 555    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 556    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 557    4    0   80.00  80.00     4      5    5      0      4     3    75.00
 558    4    0   50.00  60.00     3      6    5      1      4     2    50.00
 559    4    0   33.33  40.00     2      6    5      2      4     2    50.00
 560    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 561    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 562    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 563    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 564    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 565    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 566    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 567    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 568    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 569    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 570    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 571    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 572    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 573    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 574    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 575    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 576    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 577    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 578    5    0  100.00 100.00     7      7    7      0      5     5   100.00
 579    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 580    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 581    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 582    4    0   85.71  85.71     6      7    7      1      4     4   100.00
 583    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 584    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 585    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 586    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 587    5    0   83.33  83.33     5      6    6      0      5     3    60.00
 588    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 589    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 590    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 591    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 592    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 593    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 594    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 595    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 596    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 597    3    0   50.00  50.00     2      4    4      0      3     2    66.67
 598    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 599    3    0   60.00  60.00     3      5    5      1      3     2    66.67
 600    5    0  100.00 100.00     7      7    7      0      5     5   100.00
 601    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 602    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 603    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 604    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 605    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 606    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 607    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 608    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 609    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 610    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 611    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 612    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 613    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 614    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 615    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 616    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 617    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 618    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 619    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 620    3    0   80.00  80.00     4      5    5      1      3     3   100.00
 621    3    0   75.00  75.00     3      4    4      0      3     1    33.33
 622    3    0   33.33  25.00     1      3    4      1      3     2    66.67
 623    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 624    5    0   83.33  83.33     5      6    6      0      5     4    80.00
 625    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 626    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 627    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 628    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 629    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 630    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 631    4    0   83.33  83.33     5      6    6      1      4     4   100.00
 632    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 633    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 634    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 635    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 636    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 637    5    0   85.71  85.71     6      7    7      1      5     4    80.00
 638    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 639    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 640    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 641    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 642    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 643    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 644    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 645    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 646    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 647    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 648    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 649    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 650    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 651    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 652    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 653    4    0   80.00  80.00     4      5    5      0      4     3    75.00
 654    3    0   75.00  60.00     3      4    5      1      3     3   100.00
 655    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 656    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 657    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 658    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 659    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 660    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 661    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 662    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 663    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 664    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 665    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 666    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 667    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 668    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 669    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 670    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 671    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 672    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 673    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 674    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 675    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 676    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 677    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 678    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 679    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 680    3    0   60.00  75.00     3      5    4      0      3     2    66.67
 681    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 682    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 683    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 684    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 685    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 686    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 687    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 688    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 689    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 690    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 691    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 692    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 693    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 694    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 695    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 696    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 697    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 698    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 699    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 700    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 701    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 702    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 703    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 704    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 705    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 706    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 707    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 708    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 709    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 710    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 711    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 712    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 713    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 714    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 715    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 716    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 717    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 718    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 719    4    0   83.33  83.33     5      6    6      1      4     4   100.00
 720    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 721    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 722    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 723    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 724    8    0   66.67  72.73     8     12   11      2      8     7    87.50
 725    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 726    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 727    5    0  100.00 100.00     7      7    7      0      5     5   100.00
 728    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 729    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 730    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 731    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 732    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 733    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 734    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 735    3    0   40.00  50.00     2      5    4      0      3     2    66.67
 736    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 737    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 738    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 739    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 740    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 741    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 742    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 743    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 744    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 745    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 746    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 747    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 748    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 749    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 750    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 751    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 752    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 753    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 754    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 755    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 756    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 757    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 758    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 759    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 760    3    0   40.00  50.00     2      5    4      0      3     2    66.67
 761    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 762    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 763    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 764    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 765    5    0   85.71  85.71     6      7    7      1      5     5   100.00
 766    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 767    4    0   83.33  83.33     5      6    6      1      4     4   100.00
 768    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 769    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 770    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 771    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 772    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 773    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 774    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 775    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 776    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 777    3    0   75.00  75.00     3      4    4      0      3     1    33.33
 778    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 779    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 780    4    0  100.00 100.00     6      6    6      0      4     4   100.00
 781    3    0   60.00  75.00     3      5    4      1      3     3   100.00
 782    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 783    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 784    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 785    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 786    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 787    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 788    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 789    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 790    4    0   80.00  80.00     4      5    5      0      4     3    75.00
 791    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 792    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 793    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 794    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 795    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 796    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 797    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 798    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 799    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 800    4    0   83.33  83.33     5      6    6      0      4     3    75.00
 801    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 802    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 803    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 804    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 805    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 806    5    0   85.71  85.71     6      7    7      1      5     4    80.00
 807    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 808    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 809    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 810    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 811    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 812    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 813    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 814    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 815    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 816    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 817    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 818    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 819    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 820    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 821    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 822    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 823    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 824    3    0  100.00 100.00     4      4    4      0      3     2    66.67
 825    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 826    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 827    4    0   60.00  60.00     3      5    5      0      4     2    50.00
 828    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 829    5    0   71.43  71.43     5      7    7      1      5     2    40.00
 830    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 831    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 832    5    0   71.43  71.43     5      7    7      1      5     4    80.00
 833    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 834    4    0   33.33  40.00     2      6    5      2      4     2    50.00
 835    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 836    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 837    3    0   60.00  75.00     3      5    4      0      3     2    66.67
 838    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 839    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 840    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 841    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 842    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 843    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 844    5    0   57.14  66.67     4      7    6      0      5     3    60.00
 845    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 846    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 847    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 848    4    0   80.00  80.00     4      5    5      0      4     3    75.00
 849    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 850    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 851    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 852    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 853    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 854    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 855    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 856    3    0   80.00  80.00     4      5    5      1      3     3   100.00
 857    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 858    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 859    3    0  100.00 100.00     4      4    4      0      3     2    66.67
 860    3    0   80.00  80.00     4      5    5      1      3     3   100.00
 861    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 862    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 863    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 864    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 865    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 866    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 867    5    0   85.71  85.71     6      7    7      1      5     5   100.00
 868    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 869    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 870    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 871    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 872    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 873    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 874    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 875    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 876    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 877    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 878    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 879    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 880    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 881    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 882    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 883    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 884    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 885    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 886    4    0  100.00 100.00     5      5    5      0      4     4   100.00
